Name,Access_Source__c,Account_Path__c,Actionability_Score__c,Aggregatable__c,Bucketing_Strategy__c,Business_Concept__c,Canonical_Field_Key__c,Cardinality_Suitability_Score__c,Classification_Basis__c,Cohort_Dimension_Type__c,Cohort_Suitability_Score__c,Cohort_Suitable__c,Controllability_Score__c,Coverage_Pct__c,Direction_Hypothesis__c,Distinct_Count__c,Earliest_Date__c,Eligibility_Status__c,Exclusion_Reason__c,Explainability_Score__c,Field_Label__c,Field_Type__c,Grain__c,Last_Profiled_At__c,Latest_Date__c,Leakage_Risk_Score__c,Measurement_Concepts__c,Metric_Archetypes__c,Observation_Type__c,Origin_System__c,Peer_Group_Utility_Score__c,Populated_Count__c,Predictive_Prior_Score__c,Primary_Source_Role__c,Primary_Theme__c,Profile_Summary__c,Provenance_Role__c,Reference_Evidence__c,Sample_Values__c,Secondary_Themes__c,Source_Confidence_Score__c,Source_Field__c,Source_Object__c,Source_Roles__c,Stability_Prior_Score__c,Windowable__c
Account.Product_Family_List__c,salesforce,Account.Id,0.25,True,NORMALIZED_PRODUCT_CATEGORY,Product Family List,salesforce:Account:Product_Family_List__c,0.85,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.9,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Product Family List,string,Account,,,0.1,PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.95,,0.5,PROFILE_INPUT,PRODUCT_SERVICE,,PROFILE / CRM SOURCE,,,,0.85,Product_Family_List__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.85,False
Account.Product_Family_Number__c,salesforce,Account.Id,0.25,True,NORMALIZED_PRODUCT_CATEGORY,Product Family Number,salesforce:Account:Product_Family_Number__c,0.85,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;PRODUCT_SERVICE_DIMENSION | recommended_use=AGGREGATE,CATEGORICAL,0.9,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Product Family Number,double,Account,,,0.1,PRODUCT_FUNCTIONALITY,TREND;VARIABILITY,MEASURE,salesforce,0.95,,0.5,PROFILE_INPUT,PRODUCT_SERVICE,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=# products; recipe_keys=HIST_SFDC_C1F7AAB32D3B9B623024 | historical_prior_average=0.45,,,0.85,Product_Family_Number__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.85,False
Account.Rating,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_AFTER_PROFILE,Account Rating,salesforce:Account:Rating,0.65,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.7,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Account Rating,picklist,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.7,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,Rating,Account,PROFILE_INPUT;COHORT_DIMENSION,0.8,False
Account.Region__c,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_WITH_MIN_COHORT_SIZE,Region,salesforce:Account:Region__c,0.9,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.95,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Region,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.95,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Region Cohort; recipe_keys=HIST_SFDC_B88F223EFD8FADEC2068 | historical_prior_average=0.45,,,0.85,Region__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.9,False
Account.Renewal_Date__c,salesforce,Account.Id,0.25,True,DERIVE_SEMANTIC_INTERVAL_FIRST,Renewal Date,salesforce:Account:Renewal_Date__c,0.2,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=BUSINESS_DATE;WINDOW;VALUE_DIMENSION | recommended_use=RECENCY;WINDOW,DATE_DERIVED_REVIEW,0.3,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Renewal Date,date,Account,,,0.1,VALUE_RENEWAL,RECENCY;DURATION,TIMEPOINT,salesforce,0.3,,0.5,PROFILE_INPUT,VALUE,,PROFILE / CRM SOURCE,,,TIME,0.85,Renewal_Date__c,Account,PROFILE_INPUT,0.7,False
Account.Renewals_Manager_Name__c,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,Renewals Manager Name,salesforce:Account:Renewals_Manager_Name__c,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PEOPLE_DIMENSION;VALUE_DIMENSION | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Renewals Manager Name,string,Account,,,0.1,VALUE_RENEWAL,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,VALUE,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Renewal Manager Cohort; recipe_keys=HIST_SFDC_01FD2F3FF98EF7183A37 | historical_prior_average=0.45,,,0.85,Renewals_Manager_Name__c,Account,PROFILE_INPUT,0.7,False
Account.Shipping_Country_Code__c,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_WITH_MIN_COHORT_SIZE,Shipping Country Code (Source),salesforce:Account:Shipping_Country_Code__c,0.9,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.95,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping Country Code (Source),string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.95,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,Shipping_Country_Code__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.9,False
Account.Shipping_State_Code__c,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_WITH_MIN_COHORT_SIZE,Shipping State Code (Source),salesforce:Account:Shipping_State_Code__c,0.9,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.95,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping State Code (Source),string,Account,,,0.1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.95,,0.5,PROFILE_INPUT,PROCESS,,PROFILE / CRM SOURCE,,,,0.85,Shipping_State_Code__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.9,False
Account.ShippingAddress,salesforce,Account.Id,0.25,False,NONE,Shipping Address,salesforce:Account:ShippingAddress,0.1,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=CONTEXT | recommended_use=REVIEW,NOT_RECOMMENDED,0.1,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping Address,address,Account,,,0.1,,,CATEGORY_OR_TEXT,salesforce,0.1,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,ShippingAddress,Account,PROFILE_INPUT,0.5,False
Account.ShippingCity,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,Shipping City,salesforce:Account:ShippingCity,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping City,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Shipping City Cohort; recipe_keys=HIST_SFDC_73D430B4376142E4D4C0 | historical_prior_average=0.45,,,0.85,ShippingCity,Account,PROFILE_INPUT,0.7,False
Account.ShippingCountry,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_WITH_MIN_COHORT_SIZE,Shipping Country,salesforce:Account:ShippingCountry,0.9,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.95,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping Country,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.95,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Ship Country Cohort; recipe_keys=HIST_SFDC_B3E95EB576462984D41B | historical_prior_average=0.45,,,0.85,ShippingCountry,Account,PROFILE_INPUT;COHORT_DIMENSION,0.9,False
Account.ShippingGeocodeAccuracy,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_AFTER_PROFILE,Shipping Geocode Accuracy,salesforce:Account:ShippingGeocodeAccuracy,0.65,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.7,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping Geocode Accuracy,picklist,Account,,,0.1,INFO_ACCURACY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.7,,0.5,PROFILE_INPUT,INFORMATION,,PROFILE / CRM SOURCE,,,,0.85,ShippingGeocodeAccuracy,Account,PROFILE_INPUT;COHORT_DIMENSION,0.8,False
Account.ShippingLatitude,salesforce,Account.Id,0.25,True,QUANTILES_OR_BUSINESS_BANDS,Shipping Latitude,salesforce:Account:ShippingLatitude,0.65,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,NUMERIC_BAND,0.65,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping Latitude,double,Account,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0.65,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,ShippingLatitude,Account,PROFILE_INPUT;COHORT_DIMENSION,0.8,False
Account.ShippingLongitude,salesforce,Account.Id,0.25,True,QUANTILES_OR_BUSINESS_BANDS,Shipping Longitude,salesforce:Account:ShippingLongitude,0.65,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,NUMERIC_BAND,0.65,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping Longitude,double,Account,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0.65,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,ShippingLongitude,Account,PROFILE_INPUT;COHORT_DIMENSION,0.8,False
Account.ShippingPostalCode,salesforce,Account.Id,0.25,True,NONE,Shipping Zip/Postal Code,salesforce:Account:ShippingPostalCode,0.05,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,NOT_RECOMMENDED,0.05,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping Zip/Postal Code,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.05,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,ShippingPostalCode,Account,PROFILE_INPUT,0.5,False
Account.ShippingState,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_WITH_MIN_COHORT_SIZE,Shipping State/Province,salesforce:Account:ShippingState,0.9,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.95,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping State/Province,string,Account,,,0.1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.95,,0.5,PROFILE_INPUT,PROCESS,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Ship State Cohort; recipe_keys=HIST_SFDC_8C313B3EA23E1596F36C | historical_prior_average=0.45,,,0.85,ShippingState,Account,PROFILE_INPUT;COHORT_DIMENSION,0.9,False
Account.ShippingStreet,salesforce,Account.Id,0.25,False,NONE,Shipping Street,salesforce:Account:ShippingStreet,0.05,Account-level profile/cohort prior. | final_usage=UNSTRUCTURED_TEXT | final_roles=TEXT | recommended_use=SEMANTIC_EXTRACTION_OR_CONTEXT,NOT_RECOMMENDED,0.05,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Shipping Street,textarea,Account,,,0.1,,,CATEGORY_OR_TEXT,salesforce,0.05,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,ShippingStreet,Account,PROFILE_INPUT,0.5,False
Account.Sic,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,SIC Code,salesforce:Account:Sic,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,SIC Code,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,Sic,Account,PROFILE_INPUT,0.7,False
Account.SicDesc,salesforce,Account.Id,0.25,True,NONE,SIC Description,salesforce:Account:SicDesc,0.05,Account-level profile/cohort prior. | final_usage=UNSTRUCTURED_TEXT | final_roles=TEXT | recommended_use=SEMANTIC_EXTRACTION_OR_CONTEXT,NOT_RECOMMENDED,0.05,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,SIC Description,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.05,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,SicDesc,Account,PROFILE_INPUT,0.5,False
Account.Site,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,Account Site,salesforce:Account:Site,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Account Site,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,Site,Account,PROFILE_INPUT,0.7,False
Account.Source_Account_Type__c,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_WITH_MIN_COHORT_SIZE,Account Type (Source),salesforce:Account:Source_Account_Type__c,0.9,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.95,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Account Type (Source),string,Account,,,0.1,PROCESS_STEPS;PROCESS_COMPLETION;PROCESS_COMPLIANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.95,,0.5,PROFILE_INPUT,PROCESS,,PROFILE / CRM SOURCE,,,,0.85,Source_Account_Type__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.9,False
Account.Source_ACV__c,salesforce,Account.Id,0.25,True,BUSINESS_BANDS_OR_QUANTILES,Source ACV,salesforce:Account:Source_ACV__c,0.85,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,NUMERIC_BAND,0.9,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Source ACV,currency,Account,,,0.1,VALUE_COMMERCIAL_GROWTH,MONETARY;TREND;RATIO,MEASURE,salesforce,0.9,,0.5,PROFILE_INPUT,VALUE,,PROFILE / CRM SOURCE,historical_recipe_count=4; signal=1; no_signal=3; examples=Account complexity flag | ACV | ACV in currency | emp to acv ratio; recipe_keys=HIST_SFDC_C4E2515341C7BC5E7891;HIST_SFDC_E7ED85773A3E29BD1428;HIST_SFDC_DFB8B46E57DD77BE1E39;HIST_SFDC_D0C13531046AF2815911 | historical_prior_average=0.525,,,0.85,Source_ACV__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.9,False
Account.Source_Created_Date__c,salesforce,Account.Id,0.25,True,DERIVE_SEMANTIC_INTERVAL_FIRST,Created Date (Source),salesforce:Account:Source_Created_Date__c,0.2,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=BUSINESS_DATE;WINDOW | recommended_use=RECENCY;WINDOW,DATE_DERIVED_REVIEW,0.3,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Created Date (Source),date,Account,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0.3,,0.5,PROFILE_INPUT,TIME,,PROFILE / CRM SOURCE,,,,0.85,Source_Created_Date__c,Account,PROFILE_INPUT,0.7,False
Account.Source_Currency__c,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,Currency (Source),salesforce:Account:Source_Currency__c,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Currency (Source),string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Currency Cohort; recipe_keys=HIST_SFDC_A82D77F54B430EE092B8 | historical_prior_average=0.45,,,0.85,Source_Currency__c,Account,PROFILE_INPUT,0.7,False
Account.Source_Currency_Conversion_Rate__c,salesforce,Account.Id,0.25,True,QUANTILES_OR_BUSINESS_BANDS,Currency Conversion Rate (Source),salesforce:Account:Source_Currency_Conversion_Rate__c,0.65,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,NUMERIC_BAND,0.65,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Currency Conversion Rate (Source),double,Account,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0.65,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Currency Conversion rate; recipe_keys=HIST_SFDC_0E8E53A991749E32758A | historical_prior_average=0.45,,,0.85,Source_Currency_Conversion_Rate__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.8,False
Account.Source_Industry__c,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_WITH_MIN_COHORT_SIZE,Industry (Source),salesforce:Account:Source_Industry__c,0.9,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.95,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Industry (Source),string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.95,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Industry Cohort; recipe_keys=HIST_SFDC_44575534647E7907D8B9 | historical_prior_average=0.45,,,0.85,Source_Industry__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.9,False
Account.Source_Owner_Name__c,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,Source Owner Name,salesforce:Account:Source_Owner_Name__c,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PEOPLE_DIMENSION | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Source Owner Name,string,Account,,,0.1,PEOPLE_OWNERSHIP,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,PEOPLE,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Account Owner cohort; recipe_keys=HIST_SFDC_811355AB21CFF3645207 | historical_prior_average=0.45,,,0.85,Source_Owner_Name__c,Account,PROFILE_INPUT,0.7,False
Account.Super_User_Ratio__c,salesforce,Account.Id,0.25,True,QUANTILES_OR_BUSINESS_BANDS,Super User Ratio,salesforce:Account:Super_User_Ratio__c,0.65,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,NUMERIC_BAND,0.65,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Super User Ratio,double,Account,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0.65,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=1; no_signal=0; examples=super_user_ratio; recipe_keys=HIST_SFDC_C166D1901F1A46D61F01 | historical_prior_average=0.75,,,0.85,Super_User_Ratio__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.8,False
Account.Super_Users__c,salesforce,Account.Id,0.25,True,QUANTILES_OR_BUSINESS_BANDS,Super Users,salesforce:Account:Super_Users__c,0.65,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,NUMERIC_BAND,0.65,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Super Users,double,Account,,,0.1,PRODUCT_ADOPTION,TREND;VARIABILITY,MEASURE,salesforce,0.65,,0.5,PROFILE_INPUT,PRODUCT_SERVICE,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=1; no_signal=0; examples=# super users; recipe_keys=HIST_SFDC_A2B318D7B7930F5D3429 | historical_prior_average=0.75,,,0.85,Super_Users__c,Account,PROFILE_INPUT;COHORT_DIMENSION,0.8,False
Account.SystemModstamp,salesforce,Account.Id,0.25,True,DERIVE_SEMANTIC_INTERVAL_FIRST,System Modstamp,salesforce:Account:SystemModstamp,0.2,Account-level profile/cohort prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,DATE_DERIVED_REVIEW,0.3,False,0.5,,CONTEXTUAL,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.6,System Modstamp,datetime,Account,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0.3,,0.5,IGNORE,,,PROFILE / CRM SOURCE,,,,0.85,SystemModstamp,Account,SYSTEM_METADATA,0.7,False
Account.Territory_Manager_Name__c,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,Territory Manager Name,salesforce:Account:Territory_Manager_Name__c,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PEOPLE_DIMENSION | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Territory Manager Name,string,Account,,,0.1,PEOPLE_OWNERSHIP;PEOPLE_ROLE;PEOPLE_HANDOFF,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,PEOPLE,,PROFILE / CRM SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=Territory Manager Cohort; recipe_keys=HIST_SFDC_20752299A5D3E06B1D7C | historical_prior_average=0.45,,,0.85,Territory_Manager_Name__c,Account,PROFILE_INPUT,0.7,False
Account.TickerSymbol,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,Ticker Symbol,salesforce:Account:TickerSymbol,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Ticker Symbol,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,TickerSymbol,Account,PROFILE_INPUT,0.7,False
Account.Tradestyle,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,Tradestyle,salesforce:Account:Tradestyle,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Tradestyle,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,Tradestyle,Account,PROFILE_INPUT,0.7,False
Account.Type,salesforce,Account.Id,0.25,True,DIRECT_CATEGORY_WITH_MIN_COHORT_SIZE,Account Type,salesforce:Account:Type,0.9,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,CATEGORICAL,0.95,True,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Account Type,picklist,Account,,,0.1,PROCESS_STEPS;PROCESS_COMPLETION;PROCESS_COMPLIANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.95,,0.5,PROFILE_INPUT,PROCESS,,PROFILE / CRM SOURCE,,,,0.85,Type,Account,PROFILE_INPUT;COHORT_DIMENSION,0.9,False
Account.Website,salesforce,Account.Id,0.25,False,NONE,Website,salesforce:Account:Website,0.05,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=CONTEXT | recommended_use=REVIEW,NOT_RECOMMENDED,0.05,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Website,url,Account,,,0.1,,,CATEGORY_OR_TEXT,salesforce,0.05,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,Website,Account,PROFILE_INPUT,0.5,False
Account.YearStarted,salesforce,Account.Id,0.25,True,PROFILE_CARDINALITY_BEFORE_USE,Year Started,salesforce:Account:YearStarted,0.25,Account-level profile/cohort prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,CATEGORICAL_REVIEW,0.35,False,0.5,,CONTEXTUAL,,,ELIGIBLE,,0.6,Year Started,string,Account,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0.35,,0.5,PROFILE_INPUT,,,PROFILE / CRM SOURCE,,,,0.85,YearStarted,Account,PROFILE_INPUT,0.7,False
Case.AccountId,salesforce,Case.AccountId -> Account.Id,0,True,,Account ID,salesforce:Case:AccountId,0,Account/source linkage field; not a feature itself. | final_usage=LINKAGE | final_roles=LINKAGE | recommended_use=JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.1,Account ID,reference,Case,,,0.05,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0,LINKAGE,,,SOURCE LINKAGE,,,,0.95,AccountId,Case,LINKAGE,0,True
